"","Project Number","Baseline Year","Cycle ID","Operation Name","Operation Type","Lending Instrument","Operation Number","Country Name","Objective","min.cycle","objectives","objectives_indicators","objectives_units","Means of Verification","Long.op.name","objectives_indicators_units","health_gind","malaria_gind","covid_gind","calidad_gind","acceso_gind","morbilidad_gind","eficiencia_gind","equidad_gind"
"122","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de internaciones por condiciones sensibles a la atención básica- Mujeres","/10.000 habitantes","Sistema de Informações Hospitalares (SIH) e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de internaciones por condiciones sensibles a la atención básica- Mujeres - /10.000 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"123","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de mortalidad por enfermedades coronarias - Hombres","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de mortalidad por enfermedades coronarias - Hombres - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"124","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade materna por causas diretas","/100.000 nacidos vivos","Numerador: Sistema de Informação sobre Mortalidade (SIM)/ Denominador: Sistema de Informações sobre Nascidos Vivos (Sinasc)","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade materna por causas diretas - /100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"125","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por enfermidades coronárias - Homens","/100.00 habitantes - óbitos","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por enfermidades coronárias - Homens - /100.00 habitantes - óbitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"126","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Homens","/100.000 habitantes","Fonte de indicador: TABNET e IBGE. Cálculo TM por AVC= ( N° de óbitos por AVC (164) na população masculina de 30 a 69 anos de idade em determinado local e período ) / (população masculina de 30 a 69 anos no mesmo local e período)*100.000. Acompanhamento de gênero, pró-gênero","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Homens - /100.000 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"127","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por Diabetes Melitus (DM) - Homens","/100.00 habitantes - óbitos","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por Diabetes Melitus (DM) - Homens - /100.00 habitantes - óbitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"128","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por enfermidades coronárias - Mulheres","/100.000 habitantes - óbitos","Fonte de indicador: TABNET e IBGE. Cálculo: TM por DIC =( N° de óbitos por DIC (I-20 - I25) na população feminina de 30 a 69 anos de idade em determinado local e período / população feminina de 30 a 69 anos de idade em mesmo local e período) * 100.000. Acompanhamento de Gênero e pró-gênero.","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por enfermidades coronárias - Mulheres - /100.000 habitantes - óbitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"129","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Homens","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Homens - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"130","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por Diabetes Melitus (DM) - Mulheres","/100.00 habitantes - óbitos","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por Diabetes Melitus (DM) - Mulheres - /100.00 habitantes - óbitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Mulheres","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Mulheres - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"132","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Mulheres","/100.000 habitantes","Fonte de indicador: TABNET e IBGE. Cálculo TM por AVC= N° de óbitos por AVC (164) na (população feminina de 30 a 69 anos de idade em determinado local e período ) / ( população feminna de 30 a 69 anos no mesmo local e período)*100.000. Acompanhamento de gênero, pró-gênero","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por acidentes cerebrais-vasculares - Mulheres - /100.000 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por enfermidades coronárias - Mulheres","/100.00 habitantes - óbitos","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por enfermidades coronárias - Mulheres - /100.00 habitantes - óbitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"134","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir para a melhoria das condições de saúde da população da Paraíba","Taxa de mortalidade prematura por Diabetes Melitus (DM) - Mulheres","/100.000 habitantes - óbitos","Fonte de indicador: TABNET e IBGE. Cálculo: TM por DM =( N° de óbitos por DM (E10 - E14) na população feminina de 30 a 69 anos de idade em determinado local e período / população feminina de 30/69 anos em mesmo local e período) * 100.000. Acompanhamento de Gênero e pró-gênero","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Taxa de mortalidade prematura por Diabetes Melitus (DM) - Mulheres - /100.000 habitantes - óbitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"135","BR-L1518",2019,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de mortalidad por enfermedades coronarias - Mujeres","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de mortalidad por enfermedades coronarias - Mujeres - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
