"","project_number","Country Name","Baseline Year","Long.op.name","objectives","Objective","outcomes","outcomes_indicators","outcomes_units","outcomes_means","reformulated","health","malaria","covid"
"3805","PE-L1228","Peru",2017,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Beneficiarios que reciben servicios de salud","# of beneficiaries","RESULTA (MEF) - ENDES E INEI","NO",TRUE,FALSE,FALSE
"3807","PE-L1228","Peru",2017,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de despachos de ambulancia requeridos y no atendidos","%","Resgistros Administrativos - SAMU (MINSA)","NO",TRUE,FALSE,FALSE
"3809","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en las comarcas que reportan haber iniciado la alimentación complementaria cuando sus niños/niñas cumplieron 6 meses.","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
"3813","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de la mortalidad infantil a través de una mayor cobertura y calidad de los servicios de salud","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en las comarcas que reportan haber iniciado la alimentación complementaria cuando sus niños/niñas cumplieron 6 meses.","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
"3814","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de las enfermedades no transmisibles a través de una mayor cobertura y calidad de los servicios de salud","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en las comarcas que reportan haber iniciado la alimentación complementaria cuando sus niños/niñas cumplieron 6 meses.","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
"3815","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en las comarcas que reportan haber iniciado la alimentación complementaria cuando sus niños/niñas cumplieron 6 meses.","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
"3822","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en la comarcas que dieron a sus niños/niñas <59 meses Sales de Rehidratación Oral y zinc en el último episodio de diarrea en las últimas dos semanas","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
"3826","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de la mortalidad infantil a través de una mayor cobertura y calidad de los servicios de salud","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en la comarcas que dieron a sus niños/niñas <59 meses Sales de Rehidratación Oral y zinc en el último episodio de diarrea en las últimas dos semanas","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
"3827","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de las enfermedades no transmisibles a través de una mayor cobertura y calidad de los servicios de salud","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en la comarcas que dieron a sus niños/niñas <59 meses Sales de Rehidratación Oral y zinc en el último episodio de diarrea en las últimas dos semanas","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
"3828","PN-L1115","Panama",2013,"PN-L1115 - Integrated Health Service Networks Strengthening Program","+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.","Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Madres en la comarcas que dieron a sus niños/niñas <59 meses Sales de Rehidratación Oral y zinc en el último episodio de diarrea en las últimas dos semanas","Porcentaje de madres","Encuestas SM2015 y Evaluación AIN-C","NO",TRUE,FALSE,FALSE
